text,intent,language,screen,action_type,source
create report for smell of burning wire,select_burning_smell,en,safety_related_issues,select_issue,template
my issue is electric pole fallen,select_fallen_pole,en,infrastructure_issues,select_issue,template
use planned power cut,select_scheduled_power_cut,en,power_supply_issues,select_issue,template
tap දැවෙන සුවඳ,select_burning_smell,mixed_script,safety_related_issues,select_issue,mixed_si_alias
take me to අප ගැන,open_about_us,mixed_script,account,navigation,mixed_si_alias
fallen cable problem ekak thiyenawa,select_power_line_faults,mixed_latin,electricity_board_report,select_board_category,mixed_en_alias
confirm issue report option eka tap karanna,review_and_confirm_issue,mixed_latin,electricity_board_flow,action,mixed_en_alias
move to open this report,open_activity_details,en,activities,navigation,template
move to voltage problems,open_voltage_technical_issues,en,home,navigation,template
broken power line issue,select_power_line_faults,en,electricity_board_report,select_board_category,template
mata pole damaged report karanna,select_pole_issues,mixed_latin,electricity_board_report,select_board_category,mixed_en_alias
fire near electrical equipment problem ekak thiyenawa,select_short_circuit_or_fire,mixed_latin,electricity_board_report,select_board_category,mixed_en_alias
mata power line damage report karanna,select_damaged_power_lines,mixed_latin,infrastructure_issues,select_issue,mixed_en_alias
tap logout,logout,en,account,action,template
burning smell problem ekak thiyenawa,select_burning_smell,mixed_latin,safety_related_issues,select_issue,mixed_en_alias
power line damage select karanna,select_damaged_power_lines,mixed_latin,infrastructure_issues,select_issue,mixed_en_alias
වත්මන් ස්ථානය භාවිතා කරන්න තෝරන්න,use_current_location,si_script,location,action,template
area eke current nathi eka open karanna,select_area_power_failure,si_latin,electricity_board_report,select_board_category,template
broken power line select karanna,select_power_line_faults,mixed_latin,electricity_board_report,select_board_category,mixed_en_alias
විදුලි කණුව වැටීම ගැටළුවක් තියෙනවා,select_fallen_pole,si_script,infrastructure_issues,select_issue,template
bulbs dimming select karanna,select_dim_lights,mixed_latin,voltage_technical_issues,select_issue,mixed_en_alias
tap no cancel please app,cancel_dialog,noisy_mixed,dialog,action,noise
tap exposed wiring,select_exposed_wiring,en,safety_related_issues,select_issue,template
there is meter or service line issues,select_meter_or_service_line_issues,en,electricity_board_report,select_board_category,template
low voltage eka වාර්තා කරන්න,select_low_voltage,mixed_script,voltage_technical_issues,select_issue,mixed_ro_alias
open මීටර් පෙට්ටිය කැඩිලා,select_broken_meter_box,mixed_script,infrastructure_issues,select_issue,mixed_si_alias
planned power cut issue eka,select_scheduled_power_cut,mixed_latin,power_supply_issues,select_issue,mixed_en_alias
භාෂාව වෙනස් කරන්න කරන්න,change_language,si_script,account,action,template
please image ekak upload karanna karanna,add_photo,si_latin,report_flow,action,template
nearby electricians hoyanna බොත්තම ඔබන්න,find_available_technicians,mixed_script,technician_flow,action,mixed_ro_alias
tap අඩු වෝල්ටීයතාවය,select_low_voltage,mixed_script,voltage_technical_issues,select_issue,mixed_si_alias
storm damage select karanna,select_weather_related_damage,mixed_latin,electricity_board_report,select_board_category,mixed_en_alias
show me need help,open_help_support,en,account,navigation,template
submit issue to electricity board option eka tap karanna please,confirm_location_and_report_issue,noisy_mixed,electricity_board_flow,action,noise
can you please change to English දැන්,change_language,noisy_mixed,account,action,noise
I want to ගැටළුව දැන් යවන්න,confirm_location_and_report_issue,mixed_script,electricity_board_flow,action,mixed_si_alias
open power keeps coming and going,select_intermittent_supply,en,power_supply_issues,select_issue,template
select සැලසුම් කල විදුලි කප්පාදුව,select_scheduled_power_cut,mixed_script,power_supply_issues,select_issue,mixed_si_alias
activities,open_activities,en,bottom_navigation,navigation,direct
මීටරයෙන් පුපුරු ගැසීම විකල්පය තෝරන්න,select_sparks_from_meter,si_script,safety_related_issues,select_issue,template
open wires tiyanawa විකල්පය තෝරන්න,select_exposed_wiring,mixed_script,safety_related_issues,select_issue,mixed_ro_alias
මට scheduled power cut eka වාර්තා කරන්න,select_scheduled_power_cut,mixed_script,power_supply_issues,select_issue,mixed_ro_alias
storm damage problem ekak thiyenawa,select_weather_related_damage,mixed_latin,electricity_board_report,select_board_category,mixed_en_alias
sudden power loss issue eka,select_sudden_power_loss,mixed_latin,power_supply_issues,select_issue,mixed_en_alias
choose loose service connection,select_meter_or_service_line_issues,en,electricity_board_report,select_board_category,template
confirm this location for technician request,confirm_location_technician,en,technician_flow,action,direct
mata review karala confirm karanna one,review_and_confirm_issue,si_latin,electricity_board_flow,action,template
mark no visible reason,select_unknown_investigation_required,en,electricity_board_report,select_board_category,template
ane tap වාර්තාව යවන්න,submit_report,noisy_mixed,dialog,action,noise
mata activity details open karanna open karanna,open_activity_details,si_latin,activities,navigation,template
I want to report unstable power supply,select_intermittent_supply,en,power_supply_issues,select_issue,template
electricity board ekata report karanna page ekata yanna,open_report_to_electricity_board,si_latin,home,navigation,template
I want to open profile account,open_account,en,bottom_navigation,navigation,template
photo ekak add karanna බොත්තම ඔබන්න,add_photo,mixed_script,report_flow,action,mixed_ro_alias
image ekak upload karanna කරන්න,add_photo,mixed_script,report_flow,action,mixed_ro_alias
confirm this location for technician request option eka tap karanna,confirm_location_technician,mixed_latin,technician_flow,action,mixed_en_alias
fallen pole eka ලෙස සටහන් කරන්න,select_fallen_pole,mixed_script,infrastructure_issues,select_issue,mixed_ro_alias
voltage going up and down eka open karanna,select_fluctuating_voltage,mixed_latin,voltage_technical_issues,select_issue,mixed_en_alias
open go back,go_back,en,global,navigation,template
please select power keeps coming and going,select_intermittent_supply,en,power_supply_issues,select_issue,template
open about us eka tap karanna,open_about_us,mixed_latin,account,navigation,mixed_en_alias
review karala confirm karanna option eka tap karanna,review_and_confirm_issue,si_latin,electricity_board_flow,action,template
report substation issues,select_substation_issues,en,electricity_board_report,select_board_category,template
වෝල්ටීයතා සහ තාක්ෂණික ගැටළු,open_voltage_technical_issues,si_script,home,navigation,direct
use electric pole fallen,select_fallen_pole,en,infrastructure_issues,select_issue,template
